,yield per ha,CO2/ha,Soil_Organic_Matter,Application_Rate_Unit_kg/ha,Crop_Protection_Application_Doses,Total_Water_Applied_mm,Soil_pH
31071,4500.0,330.49,3.8146874999999993,3.0,24,350,5.5
31081,4500.0,330.49,3.8146874999999993,150.0,24,350,5.5
31091,4500.0,330.49,3.8146874999999993,200.0,24,350,5.5
31101,2220.0,315.95,3.5370000000000004,280.0,20,350,5.5
31111,2220.0,315.95,3.5370000000000004,4.0,20,350,5.5
31121,2220.0,315.95,3.5370000000000004,150.0,20,350,5.5
31131,2220.0,315.95,3.5370000000000004,200.0,20,350,5.5
31141,3468.0,360.39,3.5775,280.0,19,350,5.5
31151,3468.0,360.39,3.5775,4.0,19,350,5.5
31161,3468.0,360.39,3.5775,200.0,19,350,5.5
31171,3468.0,360.39,3.5775,200.0,19,350,5.5
31181,4653.6,2525.0,1.5891891891891892,50.0,24,350,5.5
31191,4653.6,2525.0,1.5891891891891892,2.5,24,350,5.5
31201,4653.6,2525.0,1.5891891891891892,250.0,24,350,5.5
31211,4653.6,2525.0,1.5891891891891892,180.0,24,350,5.5
31221,4653.6,2525.0,1.5891891891891892,250.0,24,350,5.5
31231,5291.4,2560.11,1.5192307692307692,50.0,21,350,5.5
31241,5291.4,2560.11,1.5192307692307692,2.5,21,350,5.5
31251,5291.4,2560.11,1.5192307692307692,250.0,21,350,5.5
31261,5291.4,2560.11,1.5192307692307692,2.0,21,350,5.5
31271,5291.4,2560.11,1.5192307692307692,180.0,21,350,5.5
31281,5291.4,2560.11,1.5192307692307692,250.0,21,350,5.5
31291,3655.8,1974.12,2.1115384615384616,2.5,20,350,5.5
31301,3655.8,1974.12,2.1115384615384616,250.0,20,350,5.5
31311,3655.8,1974.12,2.1115384615384616,180.0,20,350,5.5
31321,3655.8,1974.12,2.1115384615384616,250.0,20,350,5.5
31331,3750.6666666666665,2562.38,1.4675675675675677,50.0,24,350,5.5
31341,3750.6666666666665,2562.38,1.4675675675675677,2.5,24,350,5.5
31351,3750.6666666666665,2562.38,1.4675675675675677,250.0,24,350,5.5
31361,3750.6666666666665,2562.38,1.4675675675675677,180.0,24,350,5.5
31371,3750.6666666666665,2562.38,1.4675675675675677,250.0,24,350,5.5
31381,2776.6666666666665,-610.22,2.7,360.0,15,350,5.5
31391,2776.6666666666665,-610.22,2.7,200.0,15,350,5.5
31401,2940.0,-81.29,2.66,360.0,15,350,5.5
31411,2940.0,-81.29,2.66,200.0,15,350,5.5
31421,4710.0,237.95,2.5,400.0,25,350,5.5
31431,4710.0,237.95,2.5,200.0,25,350,5.5
31441,2760.00702247191,-113.13,2.8,210.0,15,350,5.5
31451,2760.00702247191,-113.13,2.8,400.0,15,350,5.5
31461,2760.00702247191,-113.13,2.8,200.0,15,350,5.5
31471,3060.0,373.55,3.333333333333333,300.0,19,350,5.5
31481,3060.0,373.55,3.333333333333333,190.0,19,350,5.5
31491,3060.0,373.55,3.333333333333333,150.0,19,350,5.5
31501,3060.0,373.55,3.333333333333333,270.0,19,350,5.5
31511,3060.0,470.26,3.2583333333333337,300.0,21,350,5.5
31521,3060.0,470.26,3.2583333333333337,190.0,21,350,5.5
31531,3060.0,470.26,3.2583333333333337,150.0,21,350,5.5
31541,3060.0,470.26,3.2583333333333337,270.0,21,350,5.5
31551,3060.0,784.98,2.89375,300.0,22,350,5.5
31561,3060.0,784.98,2.89375,190.0,22,350,5.5
31571,3060.0,784.98,2.89375,150.0,22,350,5.5
31581,3060.0,784.98,2.89375,275.0,22,350,5.5
31591,4235.405405405405,327.29,3.18125,300.0,21,350,5.5
31601,4235.405405405405,327.29,3.18125,190.0,21,350,5.5
31611,4235.405405405405,327.29,3.18125,150.0,21,350,5.5
31621,4235.405405405405,327.29,3.18125,270.0,21,350,5.5
31631,3060.0,505.31,2.812903225806452,300.0,19,350,5.5
31641,3060.0,505.31,2.812903225806452,190.0,19,350,5.5
31651,3060.0,505.31,2.812903225806452,150.0,19,350,5.5
31661,3060.0,505.31,2.812903225806452,280.0,19,350,5.5
31671,3116.176470588235,-648.15,4.16,250.0,18,350,5.5
31681,3116.176470588235,-648.15,4.16,200.0,18,350,5.5
31691,3510.0,912.52,2.5,250.0,21,350,5.5
31701,3510.0,912.52,2.5,250.0,21,350,5.5
31711,1540.8064516129032,529.23,2.91,250.0,22,350,5.5
31721,1540.8064516129032,529.23,2.91,250.0,22,350,5.5
31731,3194.8837209302324,202.99,3.3466666666666667,250.0,18,350,5.5
31741,3194.8837209302324,202.99,3.3466666666666667,250.0,18,350,5.5
31751,2592.0481927710844,-239.89,2.597850968320494,200.0,15,350,5.5
31761,3725.967741935484,314.8,3.12,200.0,17,350,5.5
31771,3726.0,-312.82,2.93,200.0,19,350,5.5
31781,4002.0,485.73,3.2400000000000007,200.0,17,350,5.5
31791,4002.0,485.73,3.2400000000000007,250.0,17,350,5.5
31801,3417.6153846153848,-522.49,4.25,200.0,18,350,5.5
