,Field_Name,CO2_kg_per_Ha,Total_Water_Applied_mm,Crop_Protection_Application_Doses,Soil_Organic_Matter,Yield_kg_per_Ha,N_as_Urea_kg_per_Ha,N_as_Nitrate_kg_per_Ha,N_as_Ammonium_kg_per_Ha,P_as_Phosphorus_kg_per_Ha,P_as_P2O5_kg_per_Ha,K_as_Potassium_kg_per_Ha,K_as_K2O_kg_per_Ha
884,M6I21145,436.83,350.0,12.0,2.940625,4288.869565217391,151.8,0.0,25.41,0.0,120.11999999999999,0.0,138.0
885,M8V2160,449.67,450.0,16.0,2.69,4587.384615384615,128.8,0.0,24.2,0.0,114.4,0.0,78.0
886,M8V2161,-1035.15,450.0,15.0,5.38,6741.676646706587,128.8,0.0,24.2,0.0,114.4,0.0,78.0
887,M8V2162,-1092.21,450.0,13.0,5.38,6482.275449101797,128.8,0.0,24.2,0.0,114.4,0.0,81.0
888,M8V2163,-427.99,450.0,15.0,3.75,3372.6890756302523,128.8,0.0,24.2,0.0,114.4,0.0,81.0
889,M8V2164,417.6,450.0,20.0,2.86,4358.666666666667,128.8,0.0,24.75,0.0,117.0,0.0,84.0
890,M6I2188,1077.47,350.0,19.0,2.5,2484.032258064516,193.2,0.0,25.3,0.0,119.6,0.0,0.0
891,M7I2174,1284.24,350.0,25.0,2.43,5098.984771573604,184.0,0.0,16.28,0.0,76.96,0.0,0.0
892,M7I2175,1132.28,350.0,20.0,2.59,5215.217391304348,184.0,0.0,19.58,0.0,92.56,0.0,102.0
893,M7I2176,1461.29,350.0,21.0,2.0,4264.202657807309,92.0,0.0,16.28,0.0,76.96,0.0,0.0
894,M7I2182,947.94,350.0,20.0,2.6862500000000002,2220.0,92.0,0.0,31.240000000000002,0.0,147.68,0.0,90.0
895,M7I2183,330.49,350.0,24.0,3.8146874999999993,4500.0,92.0,0.0,31.13,0.0,147.16,0.0,90.0
896,M7I2184,315.95,350.0,20.0,3.5370000000000004,2220.0,92.0,0.0,31.240000000000002,0.0,147.68,0.0,90.0
897,M7I2185,360.39,350.0,19.0,3.5774999999999997,3468.0,92.0,0.0,31.240000000000002,0.0,147.68,0.0,120.0
898,M7I2186,2525.0,350.0,24.0,1.5891891891891892,4653.6,115.0,6.75,34.525,0.0,131.3,0.0,108.0
899,M7I2187,2560.11,350.0,21.0,1.5192307692307692,5291.4,115.0,6.75,34.745,0.0,132.34,0.0,108.0
900,M7I2188,1974.12,350.0,20.0,2.1115384615384616,3655.8,115.0,0.0,27.775,0.0,131.3,0.0,108.0
901,M7I2189,2562.38,350.0,24.0,1.4675675675675675,3750.6666666666665,115.0,6.75,34.525,0.0,131.3,0.0,108.0
902,M6I21179,-610.22,350.0,15.0,2.7,2776.6666666666665,0.0,112.0,0.0,86.4,0.0,78.0,0.0
903,M6I21180,-81.29,350.0,15.0,2.66,2940.0,92.0,36.0,0.0,86.4,0.0,36.0,0.0
904,M6I2187,237.95,350.0,25.0,2.5,4710.0,0.0,88.0,0.0,136.0,0.0,88.0,0.0
905,M7I2192,-113.13,350.0,15.0,2.8,2760.00702247191,0.0,0.0,44.1,0.0,0.0,0.0,120.0
906,M7I21101,373.55,350.0,19.0,3.3333333333333335,3060.0,124.2,0.0,83.9,0.0,98.8,0.0,90.0
907,M7I21102,470.26,350.0,21.0,3.2583333333333337,3060.0,124.2,0.0,83.9,0.0,98.8,0.0,90.0
908,M7I21103,784.98,350.0,22.0,2.89375,3060.0,126.5,0.0,83.9,0.0,98.8,0.0,90.0
909,M7I21104,327.29,350.0,21.0,3.18125,4235.405405405405,38.34,24.03,107.93,0.0,98.8,0.0,90.0
910,M7I21105,505.31,350.0,19.0,2.8129032258064517,3060.0,39.76,24.92,108.82,0.0,98.8,0.0,90.0
911,M6I21190,-648.15,350.0,18.0,4.16,3116.176470588235,92.0,75.0,0.0,0.0,0.0,50.0,0.0
912,M6I21191,912.52,350.0,21.0,2.5,3510.0,115.0,75.0,0.0,0.0,0.0,50.0,0.0
913,M6I21192,529.23,350.0,22.0,2.9099999999999997,1540.8064516129032,115.0,75.0,0.0,0.0,0.0,50.0,0.0
914,M6I21193,202.99,350.0,18.0,3.3466666666666667,3194.8837209302324,115.0,75.0,0.0,0.0,0.0,50.0,0.0
915,M6I21197,-239.89,350.0,15.0,2.597850968320494,2592.0481927710844,92.0,0.0,0.0,0.0,0.0,0.0,0.0
916,M6I21199,314.8,350.0,17.0,3.12,3725.967741935484,92.0,0.0,0.0,0.0,0.0,0.0,0.0
917,M6I21200,-312.82,350.0,19.0,2.93,3726.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0
918,M6I21201,485.73,350.0,17.0,3.2400000000000007,4002.0,207.0,0.0,0.0,0.0,0.0,0.0,0.0
919,M6I21202,-522.49,350.0,18.0,4.25,3417.6153846153848,92.0,0.0,0.0,0.0,0.0,0.0,0.0
